Car Model,Gear_type,Driven_km,Fuel type,Reg_place,Price,Car Location,City,Car_brand,Model_year,Ownership_count,EMI Rs
T,Manual,25119,Petrol,TN-18,402000,"Thiruverkadu, Chennai
",Chennai,Datsun,2018,1,7859
1.5L I-VTEC V MT,Manual,80884,Petrol,TN-22,604000,"Thiruverkadu, Chennai
",Chennai,Honda,2016,1,11808
COMFORTLINE 1.6,Manual,90403,Petrol,TN-01,552000,"Navalur
",Chennai,Volkswagen,2016,2,10792
J MT,Manual,117382,Petrol,TN-01,690000,"Navalur
",Chennai,Toyota,2019,1,13490
SPORTZ 1.2 KAPPA VTVT,Manual,57445,Petrol,TN-04,448000,"Navalur
",Chennai,Hyundai,2016,1,8758
VXI,Manual,88584,Petrol,TN-12,547000,"Thiruverkadu, Chennai
",Chennai,Maruti,2016,1,10694
XZ PLUS PETROL,Manual,60478,CNG,TN-87,737000,"Thiruverkadu, Chennai
",Chennai,Tata,2022,1,14408
T10,Manual,111242,Diesel,TN-14,805000,"Thiruverkadu, Chennai
",Chennai,Mahindra,2019,1,15322
ZETA 1.2 AMT,Automatic,74410,Petrol,TN-09,502000,"Thiruverkadu, Chennai
",Chennai,Maruti,2018,2,9814
VXI,Manual,86955,Petrol,TN-11,449000,"Thiruverkadu, Chennai
",Chennai,Maruti,2015,2,8778
S 1.2 AMT,Automatic,98807,Petrol,TN-12,623000,"Thiruverkadu, Chennai
",Chennai,Hyundai,2020,1,12180
ZDI AMT,Automatic,117827,Diesel,TN-03,650000,"Navalur
",Chennai,Maruti,2018,2,12708
SIGMA 1.5,Manual,11323,Petrol,TN-85,866000,"Thiruverkadu, Chennai
",Chennai,Maruti,2021,1,16484
S 1.2,Manual,59532,Petrol,TN-85,458000,"Navalur
",Chennai,Hyundai,2016,2,8954
VDI,Manual,97419,Diesel,TN-02,314000,"Navalur
",Chennai,Maruti,2012,2,6139
COMFORTLINE PLUS 1.0L MPI,Manual,41873,Petrol,TN-06,751000,"Navalur
",Chennai,Volkswagen,2020,2,14682
XZ PLUS I-TURBO PETROL,Manual,15957,Petrol,TN-11,795000,"Thiruverkadu, Chennai
",Chennai,Tata,2021,1,15542
HIGHLINE1.2L,Manual,61583,Petrol,TN-01,580000,"Thiruverkadu, Chennai
",Chennai,Volkswagen,2016,2,11339
1.5L I-DTEC SV,Manual,119887,Diesel,TN-01,592000,"Thiruverkadu, Chennai
",Chennai,Honda,2015,1,11574
VXI,Manual,61527,Petrol,TN-18,302000,"Thiruverkadu, Chennai
",Chennai,Maruti,2012,1,5904
ASTA 1.2  CVT,Automatic,56094,Petrol,TN-01,673000,"Thiruverkadu, Chennai
",Chennai,Hyundai,2018,1,13157
XZ PLUS PETROL,Manual,27425,Petrol,TN-75,728000,"Navalur
",Chennai,Tata,2019,2,14233
1.2 SX,Manual,73321,Petrol,TN-31,721000,"Thiruverkadu, Chennai
",Chennai,Hyundai,2018,1,14096
CLIMBER 1.0 (O),Manual,31754,Petrol,TN-02,464000,"Navalur
",Chennai,Renault,2021,1,9071
ALPHA CVT PETROL 1.2,Automatic,31085,Petrol,TN-09,622000,"Thiruverkadu, Chennai
",Chennai,Maruti,2017,2,12160
TREND 1.5L DIESEL,Manual,33556,Diesel,TN-10,834000,"Thiruverkadu, Chennai
",Chennai,Ford,2021,1,15874
1.2L I-VTEC VX,Manual,48579,Petrol,TN-12,543000,"Navalur
",Chennai,Honda,2015,1,10616
SPORTZ 1.2 KAPPA VTVT,Manual,37218,Petrol,TN-16,527000,"Thiruverkadu, Chennai
",Chennai,Hyundai,2019,2,10303
1.2L I-VTEC VX MT,Manual,46566,Petrol,TN-13,706000,"Navalur
",Chennai,Honda,2019,2,13802
